Country,Reference,Reference URL
Mauritius,"Chancel, L., et al. (2019). How Large Are African Inequalities? Towards Distributional National Accounts in Africa, 1990-2017. ""WID.world"". Retrieved from https://wid.world/document/cgm2019-full-paper/. ",https://wid.world/document/cgm2019-full-paper/
Mauritius,"Subramanian, A. (2001). Mauritius: A Case Study. ""Finance & Development, 38(1), 1–7. https://doi.org/10.5089/9781451953299.022. ",https://www.imf.org/external/pubs/ft/fandd/2001/12/subraman.htm
Netherlands,"Atkinson, A. B. (2008). ""The Changing Distribution of earnings in OECD countries"". Oxford University Press.",https://books.google.com/books/about/Top_Incomes.html?id=zLQUDAAAQBAJ
Netherlands,"Salverda, W. & Piketty, T. (2007). Top Incomes in the Netherlands Over the Twentieth Century. In ""Top Incomes Over the Twentieth Century"", 426-471. Oxford University Press.",https://wid.world/document/salverda-wiemer-and-atkinson-anthony-b-2007-top-incomes-in-the-netherlands-over-the-twentieth-century-in-atkinson-a-b-and-piketty-t-editors-top-incomes-over-the-twentieth-century-a/
Netherlands,"Salverda, W. (2013). Extending the top-income shares for the Netherlands from 1999 to 2012: An explanatory note.",https://pure.uva.nl/ws/files/2553839/161038_468741.pdf
Netherlands,"Toussaint, S. et al. (2022). Household Wealth and its Distribution in the Netherlands, 1854–2019",http://congress-files.s3.amazonaws.com/2021-12/presentation_20211208.pdf
Netherlands,"Trimp, L. (1996). Inkomens 1959-1994. ""Sociaal-economische maandstatistiek 13(12), 31-34.",
Netherlands,"Wilterdink, N. (1984). Vermogensverhoudingen in Nederland. ""De Arbeiderspers"".",https://www.dbnl.org/tekst/wilt001verm01_01/
New Zealand,"Atkinson, A. B., & Leigh, A. (2008). Top Incomes in New Zealand 1921–2005: Understanding the Effects of Marginal Tax Rates, Migration Threat, and the Macroeconomy. ""Review of Income and Wealth 54(2), 149–165. https://doi.org/10.1111/j.1475-4991.2008.00268.x. ",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-4991.2008.00268.x
New Zealand,"Alvaredo, F., & Atkinson, A. B. (2014). ""New Zealand: Estimates of Top Shares for 2011/2012, and Revision for 2010/2011"". WID.world. Retrieved from https://wid.world/document/wid_methodology_notes_2014_3_new_zealand/ ",https://wid.world/document/wid_methodology_notes_2014_3_new_zealand/
New Zealand,"Easton, B. (1983). Income distribution in New Zealand. ""New Zealand Institute of Economic Research"".",
New Zealand,"Fisher-Post, M. (2020). ""Simplified DINA for Australia, Canada and New Zealand"". WID.world. Retrieved from http://wordpress.wid.world/document/simplified-dina-for-australia-canada-and-new-zealand-world-inequality-lab-technical-note-2020-10/. ",http://wordpress.wid.world/document/simplified-dina-for-australia-canada-and-new-zealand-world-inequality-lab-technical-note-2020-10/
New Zealand,"Perry, B. (2019). Household incomes in New Zealand: trends in indicators of inequality and hardship 1982 to 2018. ""Ministry of Social Development""",https://www.msd.govt.nz/about-msd-and-our-work/publications-resources/monitoring/household-incomes/household-incomes-1982-to-2018.html
Norway,"Aaberge, R., & Atkinson, A. B. (2010). Top incomes in Norway. In ""Top Incomes: A Global Perspective"", 448-381. Oxford University Press.",https://wid.world/document/aaberge-rolf-and-atkinson-anthony-b-2010-top-incomes-in-norway-in-atkinson-a-b-and-piketty-t-editors-top-incomes-a-global-perspective-oxford-university-press-chapter-9/
Norway,"Aaberge, R., et al. (2013). The ins and outs of top income mobility. Statistics Norway.",https://www.iser.essex.ac.uk/files/euromod/research-workshop-2014/The_Ins_and_Outs_of_Top_Income_Mobility.pdf
Norway,"Aaberge, R., et al. (2016). The long-run distribution of income in Norway. Statistics Norway.",https://www.ssb.no/forside/_attachment/279993?_ts=1578a22d890
Norway,"Atkinson, A. B. (2008). ""The Changing Distribution of earnings in OECD countries"". Oxford University Press.",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-4991.2008.00268.x
Norway,"Bojer, H. (1987). Personlig inntektsfordeling i Norge 1970-1984. ""Tidsskrift for Sammfunnsforskning, 28"", 247-258.",
Norway,"Ohlsson, H., et al. (2008). Long-run changes in the concentration of wealth: An overview of recent findings. In ""Personal wealth from a global perspective"". Oxford University Press.",
Norway,"Roine, J. & Waldenström, D. (2015). Long run trends in the distribution of income and wealth. In ""Handbook of Income Distribution, volume 2."" Elsevier.",https://www.sciencedirect.com/science/article/pii/B9780444594280000084#t0045
Norway,"Statistics Norway (2016). Økonomi og levekår. ""Rapporter 2016/30"". Statistics Norway.",https://www.ssb.no/inntekt-og-forbruk/artikler-og-publikasjoner/okonomi-og-levekar-for-ulike-lavinntektsgrupper-2016
Portugal,"Facundo, A. (2010). Top incomes and earnings in Portugal 1936-2005. In ""Top Incomes: A Global Perspective"", 560-624. Oxford University Press.",https://wid.world/document/alvaredo-facundo-2010-top-incomes-and-earnings-in-portugal-1936-2005-in-atkinson-a-b-and-piketty-t-editors-top-incomes-a-global-perspective-oxford-university-press-2010-chap/
Portugal,"Atkinson, A. B. (2008). ""The Changing Distribution of earnings in OECD countries"". Oxford University Press.",https://books.google.com/books/about/Top_Incomes.html?id=zLQUDAAAQBAJ
Portugal,"Rodrigues, C. F. (2005). Distribuição do rendimento, desigualdade e pobreza. PhD thesis, Universidade Technica de Lisboa.",
Portugal,"Rodrigues, C. F. et al. (2012). Desigualdade Económica em Portugal. Fundação Francisco Manuel dos Santos.",https://www.ffms.pt/publicacoes/detalhe/847/desigualdade-economica-em-portugal
Portugal,"Pereirinha, J. A. (1988). Inequalities, household income distribution and development in Portugal. Universidade Tecnica de Lisboa (Portugal).",https://www.proquest.com/docview/2015082442?pq-origsite=gscholar&fromopenview=true
Singapore,"Atkinson, A. B. (2010). Top incomes in a rapidly growing economy: Singapore. In ""Top Incomes: A Global Perspective"", 220-252. Oxford University Press.",https://books.google.co.uk/books/about/Top_Incomes.html?id=zLQUDAAAQBAJ&redir_esc=y
Singapore,"Krongkaew, M. & Ragayah, H. M. Z. (2006). Income distribution and sustainable economic development in East Asia: A comparative analysis. ""IDEAs Working Paper 2"".",https://www.networkideas.org/feathm/oct2006/PDF/Medhi_Krongkaew_Ragayah_Haji.pdf
Singapore,"Rao, V. V. B. (1988). Income Distribution in East Asian Developing Countries. In ""Asian-Pacific Economic Literature, 2(1)"" 26–45. https://doi.org/10.1111/j.1467-8411.1988.tb00144.x. ",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8411.1988.tb00144.x
Singapore,"Singapore Department of Statistics. Key household income trends, 2012.",
South Africa,"Alvaredo, F. & Atkinson, A. B. (2011). Colonial Rule, Apartheid and Natural Resources: Top Incomes in South Africa 1903-2007. ""CEPR Discussion Paper 8155"".",https://www.parisschoolofeconomics.eu/IMG/pdf/DP8155_SouthAfrica.pdf
South Africa,"Borat, H. and Kanbur, R. (2005). Poverty and policy in post-apartheid South Africa: An Overview of Data, Outcomes and Policy. ""Development Policy Research Unit, Working Paper 05/101"".",https://media.africaportal.org/documents/Poverty_and_Well-being_in_Post_Apartheid_South_Africa__An_Overview_of_Data_Out_iMZqZjy.pdf
South Africa,"Budlender, J., et al. (2015). South African poverty lines: a review and two new money-metric thresholds. ""Southern Africa Labour and Development Research Unit Working Paper Number 151"". University of Cape Town.",http://opensaldru.uct.ac.za/bitstream/handle/11090/784/2015_151_Saldruwp.pdf?sequence=1
South Africa,"Chancel, L., et al. (2019). How Large Are African Inequalities? Towards Distributional National Accounts in Africa, 1990-2017. ""WID.world"" Retrieved from https://wid.world/document/cgm2019-full-paper/. ",https://wid.world/document/cgm2019-full-paper/
South Africa,"Lachmann, D. and Bercuson, K. (1992). Economic Policies for a New South Africa. ""IMF Occasional Paper, No. 91"".",https://www.imf.org/en/Publications/Occasional-Papers/Issues/2016/12/30/Economic-Policies-for-a-New-South-Africa-59
South Africa,"Leibbrandt, M. et al (2010). Trends in South African income distribution and poverty since the fall of apartheid. ""OECD Social, Employment and Migration Working Papers, No. 101"". OECD.",https://www.oecd-ilibrary.org/social-issues-migration-health/trends-in-south-african-income-distribution-and-poverty-since-the-fall-of-apartheid_5kmms0t7p1ms-en
South Africa,"Leibbrandt, M. et al. (2010). Better employment to reduce inequality further in South Africa. In ""Tackling inequalities in Brazil, China, India and South Africa"", 209-261. https://doi.org/10.1787/9789264088368-4-en. ",https://www.oecd-ilibrary.org/social-issues-migration-health/tackling-inequalities-in-brazil-china-india-and-south-africa-2010_9789264088368-en
South Africa,Statistics South Africa. (2019). Poverty trends in South Africa.,https://www.statssa.gov.za/publications/Report-03-10-19/Report-03-10-192017.pdf
South Africa,"Berg, Servaas, and Megan Louw. “Changing Patterns of South African Income Distribution: Towards Time Series Estimates of Distribution and poverty1.” South African Journal of Economics, vol. 72, no. 3, 2005, pp. 546–572., https://doi.org/10.1111/j.1813-6982.2004.tb00125.x. 
Berg, S., & Louw, M. (2005). Changing patterns of South African Income Distribution: Towards Time Series estimates of distribution and poverty. ""South African Journal of Economics, 72(3)"", 546–572. https://doi.org/10.1111/j.1813-6982.2004.tb00125.x ",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1813-6982.2004.tb00125.x
South Africa,"Whiteford, A., &amp; Seventer, D. E. (2000). South Africa’s changing income distribution in the 1990s. ""Studies in Economics and Econometrics, 24(3)"", 7–30. https://doi.org/10.1080/03796205.2000.12129274 ",
Spain,"Alvaredo, F., & Blanco, M. A. (forthcoming). Wealth concentration in Spain in European context 1900-2015: Local versus global forces.",
Spain,"Alvaredo, F., & Saez, E. (2010). Income and wealth concentration in Spain on a historical and fiscal perspective. In ""Top Incomes: A Global Perspective"", 482-559. Oxford University Press, Oxford.",https://eml.berkeley.edu/~saez/alvaredo-saezJEEA2009.pdf
Spain,"Blanchet, T., et al. (2020). ""Why Is Europe More Equal than the United States?"" WID.world. Retrieved from https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/.",https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/
Spain,"Blanchet, T., & Clara Martínez-Toledano. “Distributional Wealth Accounts in Europe: Methodology.” WID.world, 2021, http://wordpress.wid.world/document/distributional-financial-accounts-in-europe-world-inequality-lab-technical-note-2021-12/. ",http://wordpress.wid.world/document/distributional-financial-accounts-in-europe-world-inequality-lab-technical-note-2021-12/
Spain,"Cantó, O. et al. (2003). La evolucion de la pobreza estática y dynámica en España en el periodo 1985-1995. ""Hacienda Pública Española, 167"", 87-119.",https://hpe-rpe.org/search-articles/?limit&q=OLGA%20CANT%C3%93%20CORAL%20DEL%20R%C3%8DO%20CARLOS%20GRAD%C3%8DN%202003&exclude=177%2C151%2C168%2C167%2C152%2C153%2C150%2C178%2C179%2C180%2C105%2C106%2C107%2C174
Spain,"Escribano, C. (1990). Evolucion de la pobreza y la desigualdad en España, 1973-1987. ""Información Comercial Española, ICE: Revista de economía 686"", 81-108.",https://www.semanticscholar.org/paper/Evoluci%C3%B3n-de-la-pobreza-y-la-desigualdad-en-Espa%C3%B1a%3A-Escribano/3159d4989bac2e5596a178d5e78987ef8e5bcb5f#citing-papers
Spain,"Martinez-Toledano, C. (2020). House Price Cycles, Wealth Inequality and Portfolio Reshuffling. ""WID.world"". Retrieved from https://wid.world/document/house-price-cycles-wealth-inequality-and-portfolio-reshuffling-wid-world-working-paper-2020-02/",
Spain,"Morgan, M., & Neef, T. (2020). 2020 DINA Update for Europe. ""WID.world"". Retrieved from https://wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/. ",
Spain,"United Nations. (1981). A survey of national sources of income distribution statistics. ""Statistics Papers, series M, no. 79"".",
Spain,,https://wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/
Spain,,https://wid.world/document/house-price-cycles-wealth-inequality-and-portfolio-reshuffling-wid-world-working-paper-2020-02/
Sweden,"Atkinson, A. B. (2008). ""The Changing Distribution of earnings in OECD countries"". Oxford University Press.",https://books.google.com/books/about/Top_Incomes.html?id=zLQUDAAAQBAJ
Sweden,"Blanchet, T., et al. (2020). Why Is Europe More Equal than the United States? ""WID.world"". Retrieved from https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/.",https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/
Sweden,"Björklund, A., & Palme, M. (2000). The evolution of income inequality during the rise of the Swedish welfare state 1951 to 1973. ""Nordic Journal of Political Economy, 26"", 115-128.",http://www.nopecjournal.org/NOPEC_2000_a06.pdf
Sweden,"Lundberg, J. & Waldenström, D. (2016). Wealth Inequality in Sweden: What Can We Learn from Capitalized Income Tax Data? ""SSRN Electronic Journal"". https://doi.org/10.2139/ssrn.2776888. ",https://ftp.iza.org/dp9902.pdf
Sweden,"Roine, J., & Waldenström, D. (2009). Wealth concentration over the path of development: Sweden, 1873-2006. ""Scandinavian Journal of Economics, 111"", 151-187.",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-9442.2008.01558.x
Sweden,"Roine, J., & Waldenström, D. (2015). Long-Run Trends in the Distribution of Income and Wealth. In ""Handbook of Income Distribution"", 469–592. https://doi.org/10.1016/b978-0-444-59428-0.00008-4.",http://ftp.iza.org/dp8157.pdf
Switzerland,"Abele, H., & Lüthi, A. (1977). La repartition personelle des revenus en Suisse entre 1941 et 1972. In ""La politique économique de la Suisse"". Editions Universitaires, Fribourg.",
Switzerland,"Atkinson, A. B. (2008). ""The Changing Distribution of earnings in OECD countries"". Oxford University Press.",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-4991.2008.00268.x
Switzerland,"Blanchet, T. et al. (2020). Why Is Europe More Equal than the United States? ""WID.world"". Retrieved from https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/.",https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/
Switzerland,"Dell, F., Piketty, T., & Saez, E. (2007).  In ""Top Income Over the Twentieth Century"", 473-500",https://bibbase.org/network/publication/dell-piketty-saez-incomeandwealthconcentrationinswitzerlandoverthetwentiethcentury-2007
Switzerland,Ecoplan. (2004). Verteilung des Wohlstands in der Schweiz.,https://www.ecoplan.ch/download/wel_hb_de.pdf
Switzerland,"Levy, R., et al. (1997). Tous égaux? De la stratification aux représentations. Editions Seismo.",
Switzerland,"Morgan, M., & Neef, T. (2020). 2020 DINA Update for Europe. ""WID.world"" Retrieved from https://wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/. ",https://wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/
Switzerland,"Noth, A. (1975). Die personelle Einkommensverteilung in der Schweiz 1949 bis 1968. Universität Freiburg.",
Switzerland,"Roine, J., & Waldenström, D. (2015). Long-Run Trends in the Distribution of Income and Wealth. In ""Handbook of Income Distribution"", 469–592. https://doi.org/10.1016/b978-0-444-59428-0.00008-4.",http://ftp.iza.org/dp8157.pdf
UK,"Alvaredo, F., et al. (2017). Top Wealth Shares in the UK over More than a Century. ""SSRN Electronic Journal"". https://doi.org/10.2139/ssrn.2903853.",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2903853
UK,"Atkinson, A. B. (2008). ""The Changing Distribution of earnings in OECD countries"". Oxford University Press.",https://oxford.universitypressscholarship.com/view/10.1093/acprof:oso/9780199532438.001.0001/acprof-9780199532438
UK,"Atkinson, A, B., et al. (1989). Trends in the Shares of Top Wealth-Holders in Britain, 1923-1981. ""Oxford Bulletin of Economics and Statistics, 51(3), 315–332. https://doi.org/10.1111/j.1468-0084.1989.mp51003006.x.",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.598.368&rep=rep1&type=pdf
UK,"Atkinson, A. B., & Micklewright, J. (1992). Transformation in Eastern Europe and the Distribution of Income. Cambridge University Press.","https://books.google.co.uk/books?hl=en&lr=&id=zaL4CGdjOkUC&oi=fnd&pg=PR8&dq=Atkinson,+A+B+and+Micklewright,+J,+1992,+Economic+transformation+in+Eastern+Europe+and+the+distribution+of+income&ots=RGvaphqz7O&sig=C-MM0o3b7NTTQ2-E16K7N7n5bV0&redir_esc=y#v=onepage&q=Atkinson%2C%20A%20B%20and%20Micklewright%2C%20J%2C%201992%2C%20Economic%20transformation%20in%20Eastern%20Europe%20and%20the%20distribution%20of%20income&f=false"
UK,"Blanchet, T., et al. (2020). Why Is Europe More Equal than the United States? ""WID.world"". Retrieved from https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/.",https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/
UK,"Blanchet, T., & Martínez-Toledano, C. (2022). Distributional Wealth Accounts in Europe: Methodology. ""WID.world"". Retrieved from http://wordpress.wid.world/document/distributional-financial-accounts-in-europe-world-inequality-lab-technical-note-2021-12/.",http://wordpress.wid.world/document/distributional-financial-accounts-in-europe-world-inequality-lab-technical-note-2021-12/
UK,Royal Commission on the Distribution of Income and Wealth. (1979). Report No. 7: Fourth Report on the Standing Reference (Cmnd. 7595).,https://discovery.nationalarchives.gov.uk/details/r/C633528
US,"Atkinson, A. B. (2008). ""The Changing Distribution of earnings in OECD countries"". Oxford University Press.",https://books.google.com/books/about/Top_Incomes.html?id=zLQUDAAAQBAJ
US,"Brandolini, A. (1998). A bird’s-eye view of long-run changes in income inequality. ""Bank of Italy"".",
US,"Bricker, J., et al. (2015). Measuring Income and Wealth at the Top Using Administrative and Survey Data. ""Brookings Papers on Economic Activity"", 261–331.",https://www.federalreserve.gov/econres/feds/measuring-income-and-wealth-at-the-top-using-administrative-and-survey-data.htm
US,"Budd, E. C. (1970). Postwar Changes in the Size Distribution of Income in the US. ""The American Economic Review 60(2)"", 247-260.",https://www.jstor.org/stable/1815814
US,"Fisher, G. (1986). Estimates of the poverty population under the current official definition for years before 1959. Office of the Assistant Secretary for Planning and Evaluation, U.S. Department of Health and Human Services.",
US,"Goldin, C. & Margo, R. A. (1992). The Great Compression: The wage structure of the United States at mid-century. ""Quarterly Journal of Economics, 107"", 1-34.",https://www.jstor.org/stable/2118322
US,"Goldsmith, S. F. (1958). The Relation of Census Income Distribution Statistics to Other Income Data. ""An Appraisal of the 1950 Census Income Data, Studies in Income and Wealth, 23"" 65-107. Princeton University Press.",
US,"Karoly, L. A. (1992). The trend in inequality among families, individuals, and workers in the United States: A twenty-five-year perspective. Rand.",https://www.rand.org/content/dam/rand/pubs/reports/2008/R4206.pdf
US,"Kennickell, A. B. (2009). Ponds and streams: Wealth and income in the U.S., 1989 to 2007. ""Finance and Economics Discussion Series, Federal Reserve Board"".",
US,"Kennickell, A. B. (2011). Tossed and turned: Wealth dynamics of U.S. households 2007-2009. ""Finance and Economics Discussion Series, Federal Reserve Board"".",
US,"Kopczuk, W. & Saez, E. (2004). Top wealth shares in the US, 1916-2000: Evidence from the Estate Tax returns. ""National Tax Journal, 57"".",https://www.nber.org/papers/w10399
US,"Khun, M., et al. (2017). Income and Wealth Inequality in America,1949-2013. mimeo.",https://www.wiwi.uni-bonn.de/kuhn/paper/Wealthinequality_20March2017.pdf
US,"Leven, M., et al. (1934). America's capacity to consume. ""Brooking Institution"".",https://dspace.gipe.ac.in/xmlui/bitstream/handle/10973/24835/GIPE-010404.pdf?sequence=3
US,"Meyer, B., & Sullivan, J. (2010). Five decades of consumption and income poverty. ""Working Paper #09.07"". The Harris School of Public Policy Studies, University Of Chicago.",
US,"Mitchell, W. et al. (1921). Income in the United States: Its amount and distribution 1909-1919. Harcourt, Brace.",
US,"Piketty, T., et al. (2016). Distributional National Accounts: Methods and Estimates for the United States Data Appendix. ""WID.world"". Retrieved from https://wid.world/document/t-piketty-e-saez-g-zucman-data-appendix-to-distributional-national-accounts-methods-and-estimates-for-the-united-states-2016/.",https://wid.world/document/t-piketty-e-saez-g-zucman-data-appendix-to-distributional-national-accounts-methods-and-estimates-for-the-united-states-2016/
US,"Saez, E., & Zucman, G. (2016). Wealth inequality in the United States since 1913: Evidence from capitalized income tax data. ""Quarterly Journal of Economics, 131"", 519-578.",https://academic.oup.com/qje/article/131/2/519/2607097
US,"Saez, E., & Zucman, G. (2020). The Rise of Income and Wealth Inequality in America: Evidence from Distributional Macroeconomic Accounts. ""WID.world"". Retrieved from https://wid.world/wp-content/uploads/2020/10/WorldInequalityLab_WP2020_20_US-IncomeWealthInequality.pdf.",https://wid.world/wp-content/uploads/2020/10/WorldInequalityLab_WP2020_20_US-IncomeWealthInequality.pdf
